# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "merge_macs_BSF_B/merge_macs_BSF_B.SAF" "-o" "merge_macs_BSF_B/merge_macs_BSF_B_counts.txt" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam" "/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_01/res4/BSF_01/BSF_01_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_03/res4/BSF_03/BSF_03_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_04/res4/BSF_04/BSF_04_sorted_RR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_F.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_R.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_FR.bam	/cluster/majf_lab/mtinti/UTR/BSF_05/res4/BSF_05/BSF_05_sorted_RR.bam
NA_peak_953	Tb927_05_v5.1	1251569	1252807	.	1239	460	2170	1504	1425	22	3	4	18	40	21	32	42	23	13	26	25	28	16	12	27
NA_peak_954	Tb927_05_v5.1	1268115	1269519	.	1405	869	2069	551	65	22	13	4	11	1	53	47	0	1	16	13	0	0	1	1	0
NA_peak_955	Tb927_05_v5.1	1289071	1289393	.	323	658	919	643	518	1	3	49	35	0	6	29	76	0	0	25	74	0	2	15	44
NA_peak_956	Tb927_05_v5.1	1292971	1293544	.	574	48	486	356	305	5	3	0	0	32	0	6	0	25	0	5	0	16	0	4	0
NA_peak_957	Tb927_05_v5.1	1294681	1296379	.	1699	1510	2918	1340	691	32	21	15	37	20	26	67	32	10	24	14	14	3	9	17	11
NA_peak_958	Tb927_05_v5.1	1299209	1299588	.	380	478	649	239	51	3	17	2	0	1	24	0	0	5	6	0	0	2	2	0	0
NA_peak_959	Tb927_05_v5.1	1324142	1324810	.	669	862	1191	460	463	16	6	0	0	37	16	0	0	10	2	0	0	9	1	0	0
NA_peak_960	Tb927_05_v5.1	1325111	1325971	.	861	2445	4029	645	693	62	0	20	63	121	0	26	95	0	0	5	6	0	0	1	1
NA_peak_961	Tb927_05_v5.1	1326376	1327217	.	842	797	985	755	544	1	0	16	21	0	0	7	35	4	1	9	17	0	0	1	15
NA_peak_962	Tb927_05_v5.1	1356867	1358383	.	1517	464	3951	2278	1143	14	0	0	25	88	1	1	117	58	0	2	94	33	0	0	45
NA_peak_963	Tb927_05_v5.1	1358877	1360774	.	1898	287	659	589	597	7	1	3	2	7	8	16	0	1	6	19	0	1	6	12	0
NA_peak_964	Tb927_05_v5.1	1361908	1362742	.	835	42	163	81	191	0	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0
NA_peak_965	Tb927_05_v5.1	1365627	1366155	.	529	1342	1878	1041	435	17	54	56	0	5	76	83	0	1	46	34	0	0	24	24	0
NA_peak_966	Tb927_05_v5.1	1369093	1369534	.	442	252	542	2	87	0	15	0	0	0	16	0	0	0	0	0	0	0	0	0	0
NA_peak_967	Tb927_05_v5.1	1370701	1371703	.	1003	238	594	206	82	3	7	13	5	4	29	42	2	1	6	12	0	0	1	4	0
NA_peak_968	Tb927_05_v5.1	1374150	1374947	.	798	22	217	236	109	0	1	0	2	0	2	0	7	0	0	2	9	0	0	1	6
NA_peak_969	Tb927_05_v5.1	1376143	1376592	.	450	276	438	214	50	0	0	7	5	0	0	17	0	0	0	10	0	0	0	1	0
NA_peak_970	Tb927_05_v5.1	1377073	1377497	.	425	94	181	9	60	1	0	5	1	0	0	7	0	0	0	0	0	0	0	2	0
NA_peak_971	Tb927_05_v5.1	1379167	1380950	.	1784	981	4342	5062	7102	34	3	4	41	14	61	82	0	16	72	93	0	17	84	118	7
NA_peak_972	Tb927_05_v5.1	1382543	1383627	.	1085	4	45	98	14	0	0	1	0	0	4	2	0	0	5	3	0	0	0	0	0
NA_peak_973	Tb927_05_v5.1	1416064	1417205	.	1142	1083	4356	4184	2988	42	24	23	8	132	1	4	29	136	1	5	12	105	1	2	13
NA_peak_974	Tb927_05_v5.1	1417985	1418830	.	846	205	611	96	109	12	0	0	11	40	0	1	18	5	0	1	5	9	0	0	8
NA_peak_975	Tb927_05_v5.1	1423131	1424055	.	925	531	1882	1702	1205	9	9	0	31	58	0	2	32	54	1	1	5	29	0	3	17
NA_peak_976	Tb927_05_v5.1	1435418	1435732	.	315	44	22	25	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_977	Tb927_05_v5.1	1443554	1443956	.	403	31	184	143	106	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
NA_peak_978	Tb927_05_v5.1	1444491	1445900	.	1410	189	428	401	620	0	4	2	1	5	11	0	0	2	14	0	0	2	9	1	0
NA_peak_979	Tb927_05_v5.1	1446896	1447496	.	601	89	53	89	111	0	0	1	3	0	0	0	0	0	0	4	0	0	0	1	0
NA_peak_980	Tb927_05_v5.1	1449342	1450051	.	710	10	109	139	119	0	0	0	0	1	10	0	0	2	7	0	0	1	12	0	0
NA_peak_981	Tb927_05_v5.1	1460029	1460477	.	449	58	76	96	167	0	4	0	0	1	8	0	0	1	12	0	0	2	15	0	0
NA_peak_982	Tb927_05_v5.1	1462450	1465209	.	2760	660	5048	6798	9411	14	0	4	4	19	1	137	2	26	4	137	4	23	5	167	8
NA_peak_983	Tb927_05_v5.1	1467093	1468080	.	988	234	1356	808	369	0	11	4	19	1	78	29	0	1	45	19	0	1	35	5	0
NA_peak_984	Tb927_05_v5.1	1469216	1470661	.	1446	182	1410	1106	705	1	4	2	7	5	72	40	0	0	53	20	0	0	36	14	0
NA_peak_985	Tb927_05_v5.1	1481411	1482059	.	649	474	1026	738	692	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_986	Tb927_05_v5.1	1484880	1485276	.	397	11	16	18	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_987	Tb927_05_v5.1	1510265	1510574	.	310	273	364	167	156	0	0	24	0	0	0	57	1	0	0	22	0	0	0	17	0
NA_peak_988	Tb927_05_v5.1	1512756	1513279	.	524	85	91	71	59	0	0	2	3	0	0	3	0	0	0	5	0	0	0	1	0
NA_peak_989	Tb927_05_v5.1	1519108	1519762	.	655	92	126	131	159	1	0	0	0	9	1	1	0	1	0	0	0	0	0	0	0
NA_peak_990	Tb927_05_v5.1	1522320	1524146	.	1827	32	163	90	36	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0
NA_peak_991	Tb927_05_v5.1	1525587	1525960	.	374	8	46	77	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_992	Tb927_05_v5.1	1526249	1527754	.	1506	192	1059	1282	2157	0	6	4	7	2	10	55	0	0	13	85	3	0	17	168	3
NA_peak_993	Tb927_05_v5.1	1532845	1534713	.	1869	1602	3003	3034	3463	5	55	19	12	2	84	11	0	5	54	14	0	7	44	17	0
NA_peak_994	Tb927_05_v5.1	1536188	1536656	.	469	779	2412	1519	754	29	0	7	55	169	0	8	112	129	0	3	87	53	1	3	44
NA_peak_995	Tb927_05_v5.1	1552769	1553963	.	1195	165	443	325	216	5	3	0	2	1	12	5	0	3	9	6	1	1	7	3	1
NA_peak_996	Tb927_05_v5.1	1556018	1557206	.	1189	77	400	481	331	4	1	3	2	3	13	15	1	4	19	18	0	1	10	16	0
NA_peak_997	Tb927_05_v5.1	1563057	1563937	.	881	212	1299	1375	1641	2	1	3	8	5	40	47	0	4	43	47	0	4	33	39	2
NA_peak_998	Tb927_05_v5.1	1563968	1564790	.	823	22	1152	722	673	0	0	0	0	0	1	30	0	0	1	16	0	0	0	12	0
NA_peak_999	Tb927_05_v5.1	1569111	1569732	.	622	295	350	262	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1000	Tb927_05_v5.1	1571475	1572247	.	773	349	416	387	392	1	0	0	18	0	0	4	2	0	1	3	0	0	1	0	0
NA_peak_1001	Tb927_05_v5.1	1573357	1574705	.	1349	24	72	95	85	0	0	0	0	0	0	2	1	3	0	6	1	0	0	9	0
NA_peak_1002	Tb927_05_v5.1	1574811	1575112	.	302	9	25	31	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1003	Tb927_05_v5.1	1581652	1582190	.	539	34	98	80	118	0	2	0	1	1	4	0	0	0	2	0	0	2	8	0	0
NA_peak_1004	Tb927_05_v5.1	1583372	1583812	.	441	5	17	44	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1005	Tb927_05_v5.1	1584022	1584727	.	706	254	1649	2059	3023	5	4	1	0	3	3	0	1	1	2	2	0	3	4	0	0
NA_peak_1006	Tb927_05_v5.1	1587081	1587546	.	466	57	108	65	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1007	Tb927_05_v5.1	1587693	1588048	.	356	95	80	69	81	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0
NA_peak_1008	Tb927_05_v5.1	1590591	1592443	.	1853	986	3962	4589	5281	22	23	6	2	38	81	60	6	38	104	55	9	40	102	51	24
NA_peak_1009	Tb927_05_v5.1	1594369	1595523	.	1155	10363	34382	43630	56753	51	119	170	123	22	676	724	7	31	820	940	1	39	999	1130	0
NA_peak_1010	Tb927_05_v5.1	1603327	1604421	.	1095	171	294	196	206	7	4	0	0	2	31	7	0	2	23	5	0	1	16	4	0
NA_peak_1011	Tb927_05_v5.1	1610430	1611116	.	687	223	1413	1697	2412	2	5	0	0	8	57	0	0	7	76	0	0	13	98	0	0
NA_peak_1012	Tb927_05_v5.1	1611510	1612549	.	1040	361	2904	1776	2645	20	2	0	20	126	0	0	95	75	0	1	56	142	0	1	82
NA_peak_1013	Tb927_05_v5.1	1612614	1614042	.	1429	964	798	864	943	25	4	0	20	4	21	0	0	3	33	1	0	6	21	0	0
NA_peak_1014	Tb927_05_v5.1	1614289	1615013	.	725	140	354	407	415	0	0	4	4	0	0	26	0	0	0	27	2	0	0	27	0
NA_peak_1015	Tb927_05_v5.1	1619161	1619487	.	327	889	542	401	819	62	7	0	0	1	32	0	0	2	20	0	0	3	38	0	0
NA_peak_1016	Tb927_05_v5.1	1625199	1625925	.	727	35	923	548	1	2	0	0	3	58	0	2	57	31	0	0	36	0	0	0	0
NA_peak_1017	Tb927_05_v5.1	1626588	1627293	.	706	115	193	121	168	2	2	7	4	1	3	20	0	0	0	15	0	1	2	24	0
NA_peak_1018	Tb927_05_v5.1	1631058	1631905	.	848	50	508	507	955	2	1	0	0	1	26	0	0	1	16	0	0	2	26	1	0
NA_peak_1019	Tb927_05_v5.1	1636272	1636636	.	365	72	51	53	49	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1020	Tb927_05_v5.1	1641848	1643426	.	1579	317	641	673	641	1	0	1	11	0	0	0	23	0	0	0	0	0	3	1	0
NA_peak_1021	Tb927_05_v5.1	1647559	1648032	.	474	12	62	74	79	0	0	1	0	3	2	0	0	10	0	0	0	11	0	0	0
NA_peak_1022	Tb927_05_v5.1	1649082	1649409	.	328	222	364	46	39	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
NA_peak_1023	Tb927_05_v5.1	1656146	1656980	.	835	36	121	20	19	0	1	0	0	0	1	3	0	0	0	2	0	0	0	1	0
NA_peak_1024	Tb927_05_v5.1	1657239	1657760	.	522	23	133	138	128	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
NA_peak_1025	Tb927_05_v5.1	1667691	1668132	.	442	56	182	136	141	1	2	0	0	5	8	1	0	3	12	0	0	1	4	0	0
NA_peak_1026	Tb927_05_v5.1	1668153	1669029	.	877	121	328	360	352	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
NA_peak_1027	Tb927_05_v5.1	1669067	1670337	.	1271	200	557	677	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1028	Tb927_05_v5.1	1672138	1672541	.	404	6	22	4	5	0	1	0	0	0	4	0	0	0	0	0	0	0	2	0	0
NA_peak_1029	Tb927_05_v5.1	1675521	1676090	.	570	1737	2044	1936	2310	11	40	14	9	6	11	4	2	3	3	1	3	5	4	2	0
NA_peak_1030	Tb927_05_v5.1	1677867	1678341	.	475	597	750	498	366	3	26	7	0	0	3	0	0	3	0	0	0	2	0	0	0
NA_peak_1031	Tb927_05_v5.1	1680632	1681840	.	1209	2937	6838	8346	10575	65	49	0	0	93	3	1	0	108	1	0	0	130	3	0	0
NA_peak_1032	Tb927_05_v5.1	1681901	1682331	.	431	469	757	906	1277	0	2	11	37	0	0	22	38	0	0	30	69	0	0	23	87
NA_peak_1033	Tb927_05_v5.1	1682669	1683224	.	556	887	1912	273	410	2	14	1	0	0	11	0	0	4	3	0	0	1	1	0	0
NA_peak_1034	Tb927_05_v5.1	1684418	1684977	.	560	124	166	111	95	3	5	0	0	6	0	0	0	6	0	0	0	3	0	0	0
NA_peak_1035	Tb927_05_v5.1	1692432	1693373	.	942	681	7197	4085	5092	23	2	2	19	222	0	1	164	135	1	0	102	159	0	0	117
NA_peak_1036	Tb927_05_v5.1	1706435	1706923	.	489	45	106	85	85	3	1	0	0	1	11	0	0	1	4	0	0	1	4	0	0
NA_peak_1037	Tb927_05_v5.1	1709858	1710209	.	352	187	460	23	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1038	Tb927_05_v5.1	1710753	1711321	.	569	492	733	510	316	0	0	6	22	1	0	2	2	0	0	0	0	0	0	0	1
NA_peak_1039	Tb927_05_v5.1	1712139	1712451	.	313	277	389	227	131	0	3	0	0	2	2	0	0	0	0	0	2	0	0	0	0
NA_peak_1040	Tb927_05_v5.1	1715557	1716172	.	616	17	45	61	166	0	0	0	0	0	2	0	0	1	0	0	0	1	8	0	0
NA_peak_1041	Tb927_05_v5.1	1718503	1720043	.	1541	695	1099	1005	1086	3	18	0	0	1	27	1	0	0	10	2	0	0	4	1	0
NA_peak_1042	Tb927_05_v5.1	1720069	1720555	.	487	339	299	428	399	1	2	11	2	0	0	21	0	0	1	25	1	0	0	36	1
NA_peak_1043	Tb927_05_v5.1	1721494	1722160	.	667	105	155	179	200	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0
NA_peak_1044	Tb927_05_v5.1	1722293	1722634	.	342	171	166	116	103	0	6	13	20	0	0	27	0	0	0	13	5	0	1	16	3
NA_peak_1045	Tb927_05_v5.1	1723908	1724207	.	300	14	63	50	79	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NA_peak_1046	Tb927_05_v5.1	1724267	1724702	.	436	46	125	67	41	1	0	5	2	0	0	19	2	0	0	13	0	0	0	7	0
NA_peak_1047	Tb927_05_v5.1	1725546	1726624	.	1079	317	449	574	453	34	7	1	0	5	25	7	0	2	22	30	0	1	11	19	0
NA_peak_1048	Tb927_05_v5.1	1727150	1727690	.	541	154	257	192	166	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1049	Tb927_05_v5.1	1728902	1729659	.	758	130	903	1306	1913	2	6	0	3	12	38	1	0	17	61	2	2	24	73	0	0
NA_peak_1050	Tb927_05_v5.1	1729834	1730193	.	360	29	178	290	376	0	0	0	0	0	0	2	0	0	0	2	0	0	0	5	0
NA_peak_1051	Tb927_05_v5.1	1730761	1731198	.	438	196	290	254	186	5	5	0	0	5	25	0	0	4	12	0	0	2	18	0	0
NA_peak_1052	Tb927_05_v5.1	1736700	1738299	.	1600	2235	4685	5105	5718	6	4	2	6	1	15	2	0	4	8	0	0	1	8	0	0
NA_peak_1053	Tb927_05_v5.1	1739632	1740436	.	805	515	1036	306	176	0	0	18	20	0	0	79	1	0	0	21	1	0	0	16	0
NA_peak_1054	Tb927_05_v5.1	1741035	1741544	.	510	1469	2271	2399	3570	29	69	0	1	1	86	4	0	2	102	3	1	0	116	12	0
NA_peak_1055	Tb927_05_v5.1	1743037	1743857	.	821	97	570	167	409	2	2	3	0	1	19	83	0	0	4	30	0	0	11	59	0
NA_peak_1056	Tb927_05_v5.1	1748601	1749224	.	624	4	10	27	30	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
NA_peak_1057	Tb927_05_v5.1	1753276	1755013	.	1738	1339	8062	9057	10617	6	31	0	0	21	138	0	0	30	145	0	0	41	157	0	0
NA_peak_1058	Tb927_05_v5.1	1755933	1756688	.	756	1007	1274	573	340	9	17	4	1	14	6	0	3	10	2	0	1	3	4	0	1
NA_peak_1059	Tb927_05_v5.1	1763414	1763825	.	412	19	34	55	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1060	Tb927_05_v5.1	1764089	1764837	.	749	43	117	18	41	2	0	0	6	1	0	0	0	0	0	0	0	1	0	0	1
NA_peak_1061	Tb927_05_v5.1	1771647	1771989	.	343	224	387	57	48	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NA_peak_1062	Tb927_05_v5.1	1773036	1773538	.	503	22	90	81	128	0	0	0	3	0	0	11	2	0	0	15	0	0	0	20	0
NA_peak_1063	Tb927_05_v5.1	1777633	1779231	.	1599	530	1051	1100	1057	0	22	0	0	0	30	0	0	0	0	0	0	1	0	0	1
NA_peak_1064	Tb927_05_v5.1	1784428	1784810	.	383	115	70	95	98	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1065	Tb927_05_v5.1	1789186	1790031	.	846	20	398	441	780	0	0	0	0	1	0	1	16	0	0	1	15	0	0	3	27
NA_peak_1066	Tb927_05_v5.1	1791052	1791411	.	360	59	132	116	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1067	Tb927_05_v5.1	1794152	1794479	.	328	92	174	129	167	5	4	0	1	30	0	1	1	17	0	0	1	28	0	0	0
NA_peak_1068	Tb927_05_v5.1	1795172	1795900	.	729	43	1203	698	2	0	5	2	0	0	89	58	1	0	51	38	0	0	0	0	1
NA_peak_1069	Tb927_06_v5.1	22573	23179	.	607	4543	4621	2956	2866	3	17	176	58	13	14	212	31	9	11	149	28	3	10	130	13
NA_peak_1070	Tb927_06_v5.1	23321	25681	.	2361	9719	20901	15785	11108	144	118	118	147	259	14	81	249	191	13	54	217	148	2	42	158
NA_peak_1071	Tb927_06_v5.1	37276	38844	.	1569	2108	5662	3645	3018	30	15	22	36	85	7	41	95	60	3	15	59	61	0	9	44
NA_peak_1072	Tb927_06_v5.1	61711	62030	.	320	0	7	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1073	Tb927_06_v5.1	81253	82827	.	1575	931	3062	2177	1995	27	27	8	15	83	9	25	44	49	5	11	43	61	2	9	35
NA_peak_1074	Tb927_06_v5.1	90192	90524	.	333	1401	1178	938	509	17	0	0	0	120	0	0	1	97	0	0	0	55	0	0	0
NA_peak_1075	Tb927_06_v5.1	107534	107837	.	304	1201	1021	624	514	55	10	0	0	54	5	0	0	40	4	0	0	34	7	0	0
NA_peak_1076	Tb927_06_v5.1	131098	132002	.	905	4113	6306	5346	2904	70	89	14	1	15	72	165	7	1	63	144	1	1	29	60	0
NA_peak_1077	Tb927_06_v5.1	144118	145694	.	1577	1657	4702	3154	2839	6	25	25	46	27	42	106	30	9	40	69	12	12	35	72	2
NA_peak_1078	Tb927_06_v5.1	182313	182737	.	425	2104	2876	1406	455	86	89	8	0	8	216	43	0	6	134	29	0	5	53	4	0
NA_peak_1079	Tb927_06_v5.1	205994	207181	.	1188	4843	20567	14297	12907	73	0	92	88	458	0	6	402	331	1	7	308	279	0	2	290
NA_peak_1080	Tb927_06_v5.1	207856	209190	.	1335	1333	2565	1700	1066	5	50	38	6	80	15	21	46	55	2	8	31	28	0	6	27
NA_peak_1081	Tb927_06_v5.1	226928	227345	.	418	128	307	418	85	3	1	0	0	5	0	0	1	15	0	0	0	0	0	0	0
NA_peak_1082	Tb927_06_v5.1	244196	245760	.	1565	362	1717	1224	937	9	1	3	7	21	26	35	0	8	25	22	5	6	27	12	3
NA_peak_1083	Tb927_06_v5.1	248482	250416	.	1935	2211	7103	5284	4856	35	20	14	23	59	90	91	32	51	62	74	16	27	56	72	8
NA_peak_1084	Tb927_06_v5.1	261097	263008	.	1912	1406	6066	7946	12847	22	33	105	23	38	97	120	6	39	122	159	7	54	189	261	14
NA_peak_1085	Tb927_06_v5.1	266095	267466	.	1372	5547	32190	34515	42861	107	107	93	70	26	681	868	4	26	674	936	6	29	828	1156	5
NA_peak_1086	Tb927_06_v5.1	272000	272972	.	973	344	719	392	184	5	30	0	0	19	27	0	0	12	4	0	0	4	6	0	0
NA_peak_1087	Tb927_06_v5.1	273045	273985	.	941	465	766	412	234	3	8	22	4	0	2	18	9	0	0	6	13	0	1	4	4
NA_peak_1088	Tb927_06_v5.1	277942	278810	.	869	548	497	498	677	14	8	12	29	9	14	28	5	6	12	17	2	12	15	21	7
NA_peak_1089	Tb927_06_v5.1	284035	284829	.	795	68	259	112	81	2	0	1	3	5	1	6	3	7	1	0	7	4	2	2	0
NA_peak_1090	Tb927_06_v5.1	290497	294706	.	4210	12619	34619	31261	26541	124	106	241	175	396	199	869	440	348	151	789	422	319	125	734	406
NA_peak_1091	Tb927_06_v5.1	307278	309363	.	2086	2303	6868	4516	3903	32	22	23	98	44	135	149	10	24	89	110	7	17	84	95	7
NA_peak_1092	Tb927_06_v5.1	314155	315001	.	847	5205	23397	21316	21962	0	26	207	148	0	312	670	492	1	269	574	485	0	236	601	447
NA_peak_1093	Tb927_06_v5.1	355455	356494	.	1040	1176	4980	2197	2367	9	58	53	0	12	137	123	0	6	77	63	0	3	71	53	0
NA_peak_1094	Tb927_06_v5.1	359180	361800	.	2621	889	2254	2492	3977	27	17	22	24	27	36	37	19	29	40	63	23	25	83	78	17
NA_peak_1095	Tb927_06_v5.1	372615	372957	.	343	0	16	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1096	Tb927_06_v5.1	373235	373843	.	609	0	22	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1097	Tb927_06_v5.1	374820	375174	.	355	0	4	3	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1098	Tb927_06_v5.1	377250	378068	.	819	79	298	23	20	3	0	0	0	0	8	0	1	0	1	0	1	0	0	0	0
NA_peak_1099	Tb927_06_v5.1	395806	396313	.	508	175	524	234	275	1	13	0	0	9	18	0	0	2	19	0	0	0	5	0	0
NA_peak_1100	Tb927_06_v5.1	396332	397401	.	1070	1095	18894	19874	17934	46	1	4	22	686	7	10	267	696	5	12	282	611	2	13	257
NA_peak_1101	Tb927_06_v5.1	398438	398747	.	310	384	726	267	597	6	0	2	13	2	0	17	0	0	0	0	0	0	0	1	0
NA_peak_1102	Tb927_06_v5.1	399254	399659	.	406	1504	1337	709	2420	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NA_peak_1103	Tb927_06_v5.1	399767	400254	.	488	396	6952	7055	6647	1	0	14	35	38	1	22	358	27	0	20	359	23	0	12	347
NA_peak_1104	Tb927_06_v5.1	400727	402788	.	2062	1953	4120	1968	926	25	20	30	18	25	50	70	9	8	36	26	5	4	8	9	1
NA_peak_1105	Tb927_06_v5.1	406289	406630	.	342	519	691	253	222	0	6	22	6	0	15	12	2	0	8	9	0	0	1	9	1
NA_peak_1106	Tb927_06_v5.1	409863	410195	.	333	837	1032	331	312	4	7	10	11	2	17	7	0	0	9	1	0	0	3	0	0
NA_peak_1107	Tb927_06_v5.1	411640	411968	.	329	699	830	276	289	3	4	11	13	1	18	9	1	0	4	0	0	1	6	3	0
NA_peak_1108	Tb927_06_v5.1	415100	415455	.	356	533	663	254	261	0	6	21	9	0	16	22	0	0	4	5	0	0	3	9	1
NA_peak_1109	Tb927_06_v5.1	416113	416544	.	432	866	1583	422	519	28	52	3	2	6	77	0	0	1	20	0	0	2	30	0	0
NA_peak_1110	Tb927_06_v5.1	416963	417356	.	394	1048	1209	536	426	2	2	125	62	2	17	180	17	0	10	88	10	0	4	67	5
NA_peak_1111	Tb927_06_v5.1	418634	419112	.	479	1105	1375	639	383	0	14	86	47	0	27	127	14	0	19	61	5	0	3	44	3
NA_peak_1112	Tb927_06_v5.1	420411	420761	.	351	863	981	336	336	2	6	11	5	2	26	6	0	0	4	3	0	0	3	1	0
